Rate,Review,Label
0.0,đi thử xem cà_phê trứng là cái gì mà nổi thế quán ở trong cái nhà trong cái hẻm bé tin nhìn tình_cảnh biết ngay mất thêm khoản gửi xe thấy có cả cacao trứng hay đậu_nành gì đó nhg đứa đều chưa thử bao h nên cùng gọi cà hình_như hay gì đó chén thì đúng thấy ai cx khen thơm ngon thấm_vị nọ kia nhg riêng vị_giác của m chỉ thấy đăng khua_khoắng hít_hà hồi ms thấy thoang_thoảng mùi trc khi uống lại cứ nghĩ nó beo_béo ngon_ngọt mùi trứng sữa nhg thực_sự càng uống càng nhạt và đắng thật nhìn xung_quanh ngoài trẻ trẻ như m ra còn có khá nh ng lớn cả các ông_bà cao_tuổi nữa khá ngạc_nhiên vì khả_năng đi vào lòng người của món đồ uống kì_lạ để khi nào có tâm_trạng đi thử lại xem có khám_phá ra đc mùi gì khác như ông thầy m_k,-1
0.0,cà_phê trứng,0
0.0,cafe trứng sữa,0
0.0,rất đậm mặc_dù nhà rất xa nhưng cũng đến thưởng_thức cacao trứng mà mỗi lần ly quay lại dài_dài,1
0.0,mình kêu cafe trứng và cacao béo rất thích nhé,1
0.0,giá thì hạt_dẻ câu với caramen thì chất_lượng bảo nữa,1
0.0,ngon chà_bá,1
0.0,yêuu,1
0.0,được hôm rủ mãi mấy bà chị đi ăn ngọc_thạch mình khen lấy khen để bảo_đảm là ngon lắm ai dè trong bát bà gọi rau_câu trà xanh caramen có tóc ok và mình bị chửi lên chửi xuống dù_sao vẫn ngon ahihi,0
0.0,quán đông mở tầm sinh sạch trà xanh ngon tuyệt,1
0.0,ăn_ở đây là lần thứ nên cũng biết vị giá chất_lượng với không_gian ra sao ngoài việc quán hay hết đồ bác thu tiền nhớ nhớ quên còn tính nhầm tiền của mình thì các cái khác không sao có thế dù_sao vẫn quay,0
0.0,lúc chưa đến mình vẫn nghĩ quán có tào cũng chỉ nghe tên quán chứ k biết quán có đồ ăn gì nơi cũng khác ngạc phần vì tên ngọc_thạch quán làm mình tưởng_tượng quán rất cũng may là chiều hôm mình ngồi thì thời_tiết khá cộng cho quán là dù đông khách nhưng k phải chờ quá và chỗ ngồi cũng k quá bí_bách như nhiều quán vỉa_hè cách order ghi tên vào phiếu cũng dễ hơn cho cả nv và n mà khách trùng tên chắc cũng hơi bối_rối chút trừ nho_nhỏ của là đồ ăn hết nhanh quá ạ tt tt lúc mình ra gọi mấy loại đều n may_sao gọi vị khác cũng k bị thất giá_cả thì k cần phải nói quá là học_sinh sinh_viên sắp tới phải dẫn con bồ tóc đỏ ra ăn_dài,0
0.0,thử địa_điểm mới,0
0.0,nước_dùng caramen thơm vs gúttt,1
0.0,review thạch rau_câu tại ngọc_thạch quán ăn nhiều nhưng vẫn thích nhất vị đặc_biệt là trà xanh và vị này không quá ngọt mà_mát mát kết_hợp với nước_cốt dừa thơm thơm nữa gọi thêm caramen ăn cùng thì rất ngon luôn ớ,1
0.0,quán nằm trong khu tập_thể hơi khó tìm nhưng ăn khá ngon giá sinh phục_vụ khá là chu_đáo,1
0.0,combo món này tuyệt đỉnhh ở ngọc_thạch quán gọi bát caramen và đi bộ lên đoạn để order gà xiên và nem nta sẽ mang qua ngọc_thạch phục_vụ tận bàn xiên rau_câu trà,1
0.0,ngay lúc ngon nh có vẻ hơi ít trân vì mình thích ăn trân_châu,0
0.0,đã ăn lần và đang quay lại lần và nhất_định sẽ có thêm nhiều lần quay lại,1
0.0,cứ rảnh là ra đây quán đông đừng đến kiểu sau tầm là chả bh ưng vừa chả có chỗ vừa hết đồ mình thích,-1
0.0,tụ_tập bạn_bè ở đây khá ở đây caramen khá đầy_đặn nữa,1
0.0,đi buổi chiều tầm thật đông chờ mãi ms đến trong lúc đó oánh chén bánh_mì mật thịt xiên của hàng bên cạnh quán ăn vặt liền nhau nên xác_định là no quên lối định để_dành bụng sang ngõ ăn rau_câu mà_k nổi tt_tt,1
0.0,em muon lay moi kem cty mjh duoc k_a di_ban kem o hoi cho loai hon mot cay k ca the nao a ten huu o yen bai,0
0.0,chỉ ốc nhưng có vẻ chất_lượng đang giảm lượng kem ít,-1
0.0,niệm sau mấy năm mới ghé hà cái lần em ăn kem mà bị rơi bẹt xuống,-1
0.0,ngonnnnnn,1
0.0,lượn_lờ bờ hồ thì nhất_định phải vào đây ăn kem vừa rẻ lại vừa có chỗ để xe free có mua kem đậu hộp mochi cà_phê và cookie hạnh kem vỏ bánh mochi ngon nhưng phần kem cà_phê bên trong không được ngon cookie ăn mình thấy giống_hệt bánh ăn ít thôi chứ ăn nhiều bị ngấy,0
0.0,thích nhất lọqi,1
0.0,long_line,0
0.0,kem tràng ngày ăn bữa cũng không chán,1
0.0,ngon bổ nào lên bờ hồ cũng phải ghé đây,1
0.0,kem giữ nguyên_vị ngày ăn thích ngọt xếp_hàng mặc_dù ngày tết đông nhưng vẫn rất vui,1
0.0,là kem tràng tiền ăn ngon mình rất thích ăn kem ốc quế nên vì_thế có phải cuốc_bộ lên tầng mình cũng sẵn dưới tầng mình cũng ít vào vì người_ta gửi xe với lại đứng cũng đông nên không rõ dưới đó họ bán gì nói_chung là yêu kem tràng tiền yêu kem tràng tiền mồm với lành_lạnh sẽ lại ghé qua,1
0.0,kem siêu siêu ốc quế muốn nhâm_nhi lâu nhưng kem nhâm_nhi để có mà tan chảy mất nên muốn ăn nhiều thật nhiều cơ_mà ăn như thế_thì hết buổi đi linh_tinh mất,1
0.0,kem tràng giá vẫn bình_dân chỉ có từ đến quán có hơi đông cơ_mà phục_vụ đảm_bảo nhu_cầu người mua bao_nhiêu lần lên bờ hồ không lần nào là không ăn kem tt cả ủng_hộ về lâu về dài,1
0.0,đã check in,0
0.0,cuối tuần là cứ phải lượn_lờ,0
0.0,cũng được nhưng hết ngon rồi,0
0.0,sao kem tràng tiền độ này ngon thế cacao đậm,1
0.0,đã đến đây,0
0.0,chủ_nhật_đông,0
0.0,món nào cũng ngon,1
0.0,view đẹp rộng_rãi đi vào giờ trưa nên khá ăn khá ngon vừa vào đã ấn_tượng bởi nhân_viên của quán rồi đẹp lung ăn ra kịp_thời vô cùg vừa đi xa đói không chịu đc bún_chả đc mag ra đag lơ_ngơ thì a quản_lí ra đến giải_cứu món bún đứng hình luôn nói_chung từ nhân_viên cách phụ vụ đến quán ăn đều tuyệt_vời,1
0.0,i ate bun cha and rau muong xao they are very delicious and not so i enjoyed_a,1
0.0,quán ngon ngày_càng nhiều món và làm ngon hơn nhưg hơi đắt một_tí,0
0.0,chè sương_sa hạt lựu ở đây ngon tuyệt từ lâu lắm rồi khỏi nói lun,1
0.0,good for visoter,1
0.0,quán vẫn vậy nhưng nóng ntn đỡ mất tiền xông_hơi,0
0.0,món sg tại hn,0
0.0,khách đông đợi đồ ăn hơi lâu nhưng chất_lượng rất ổn,0
0.0,ăn tối với đồng_nghiệp,0
0.0,đưa miếng caramen vào miệng mà nó vừa ngậy vừa ngọt nhẹ ngon kinh_khủng để mà nói về chất_lượng thì theo tớ đây là caramen ngon nhất hà_nội rồi,1
0.0,vẫn sữa_chua nếp ngon bổ rẻ,1
0.0,kem ngon_ăn,1
0.0,kem caramen ở đây nước_hàng là cà k quá phần caramen hơi ngon nhưng hợp với nước,1
0.0,thạch_dừa,0
0.0,ăn ở quán này cũng tàm,0
0.0,kèm ở đây khá nhưng nếu đông khách thì hầu_như là kem mới cho vào quả nên không thơm mùi dừa lắm giá,0
0.0,nhem nhem,0
0.0,cảm_giác đầu_tiên của mình khi ăn là vị ngọt ngọt rất mình ăn hết mà vẫn muốn ăn tiếp_theo mình ngồi ăn ởngoài vỉa_hè chắc thích hơn là bên trong,1
0.0,thật_sự là rất ưng quán này nhất_định quay lại,1
0.0,caramen thần_thánh ăn_ở đây siêu ngon miếng caramen vàng thơm phưng_phức mùi vani và cafe chứ không bị tanh như những chỗ chả cần gọi caramen không cũng thấy ngon ấy,1
0.0,vị caramen ngon không lẫn vào đâu được,1
0.0,đắt nhưng cx ăn tạm được,0
0.0,ngon,1
0.0,kem dừa quá kem thơm béo lại còn đc siêu gọi mà siêu no quá hợp_lí so với chất_lượng,1
0.0,kem dừa ở đây ngon nè,1
0.0,thèm caramen,0
0.0,caramen hàng lần nào ra đây cũng phải gọi kem cẩmen và chè dù ăn xong cả đống này thì no không đứng lên nhưng mà cái mồm làm_tội cái ví tiền qua ra đây ms gọi tăng chè xong anh_chị bên cạnh gọi kem dừa vs caramen ra xong cãi anh ny tính bỏ chị ny mang đồ sang bảo bọn mình ăn hộ r cũng khóc_lóc bỏ về cảm_thấy nuốt không trôi,0
0.0,thất_vọng về mọi thứ và không đến đây nữa,-1
0.0,kem thạch dừa cả caramen siêu ngon,1
0.0,thíc nhất kem dừa ở đâyyy ăn ngon mê_li luôn ạ giá hơi chát chỗ ngồi ở hàg than hơi chật hôm mình ăn phải ra chỗ cơ_sở là nguyễn_khắc nhu_ăn nchug kem dừa ngon lắmmm,0
0.0,pizza ở đây ngon tuyệt,1
0.0,pizza vẫn ngon như mọi_khi với lớp pho_mát vừa súp và salad cũng tạm nói_chung lâu_lâu thèm ăn pizza vẫn ghé qua đây là tuyệt nhất bởi giá_cả cũng vừa,1
0.0,cowboy càng ngày_càng chán ít phomai dã vì giảm nên bánh từ size xuống còn mà nhìn cứ như giảm xuống còn bánh cũ í,-1
0.0,mỳ í cực ngon piza ăn hơi ngấy,0
0.0,pizza ăn vừa phô_mai_ăn k tuy_nhiên phải đợi hơi vừa_phải khoảng ăn_người thoải đồ uống không có gì đặc_biệt,0
0.0,ăn cũng khoing gian quán đẹp,1
0.0,yummy,1
0.0,lần thứ hai đến giá_cả hơi mắc nhưng thật_sự chất pizza nhiều phô_mai và mỳ ý đậm_đà và sườn cũng rất nhân_viên phục_vụ nhiệt_tình và nhanh,0
0.0,bữa pizza no,0
0.0,ăn trưa,0
0.0,no è_cổ,0
0.0,pizza ở đây thì ngon rồi nhiều cheese ăn phê không tả nhưng mà nhà_hàng vì đông khách quá hay sao í mà phục_vụ hơi bị mì ý với bánh salad thì tầm có nhưng pizza thì trong quảng_cáo là tầm thôu nhưng hôn đó nhóm mình đi đợi tận hơn tiếng mới có thêm điều nữa là không hiểu sao nhưng mình thấy đồ ăn của nhà_hàng cứ hơi bị chua quá í từ pizza cho đến nhưng mà nói_chung là với giá ăn thử thì quá ngon và đồ ăn dọn ra nóng_sốt là ok rồi,0
0.0,măm thôi,0
0.0,pizza nhân ngập phomai ăn thì cơ_mà ăn xong thì ngấy không_tưởng,0
0.0,phở cuốn ở đây chỉ giá rẻ nhưng ăn ngon đầy nhân chứ k bị lèo_tèo vớ_vẩn đâu nước_chấm cũng rất ngon vừa phở cuốn thì qua đây là hợp_lý nhất,1
0.0,hum nay lại đi ăn phở vẫn là quán ngon quen_thuộc ahihi,1
0.0,quán ăn ngon nhưng hơi đông nên đôi_khi phải chờ_đợi,0
0.0,mình thấy ăn cũng bình_thường đồ ăn tầm trên dưới khá đầy nhiều khi người phải cố mới có_thể ăn hết được,0
0.0,checkin,0
0.0,quán khá rộng_rãi món phở cuốn phở chiên phông thì hơi giá_cả mỗi_tội đang đi thì mấy anh nhân_viên dắt xe chặn đầu xe để tranh khách vs nhau,0
0.0,hihe,0
0.0,hàng này thì nổi_tiếng đông khách chạt phở cuốn và phở chiên phồng hôm_nay ăn thịt có vẻ vụn quá nhưng mùi_vị thì vẫn ngon ngô_chiên ngon lắm không khô tí ở trong ngô_mềm mà tươi quán có cả điều wifi để check in nữa,0
0.0,ăn,0
0.0,đồ ăn_ở đây rất vị rất giá_cả cũng tầm tại đc bao nên cũng k để í kĩ là mấy tiền gọi nầm mực ngao nướng mỡ bò cuộn kim_bạch ngô tất_cả đều rất vừa ngô_chiên thì không nhin lắm à có đc free salat đĩa đầu_tiên và bánh_mì nữa nhé mình k ân bánh_mì nên cũng k bít vị nó ntn nước sốt_me rất mình cực thích nhân_viên thân nhưng chờ ăn lên max lâu k hiểu làm cái j trong nhất_định mình sẽ quay lạu,0
0.0,rất ngon nhiên phục_vụ đa_số hầu_như còn chậm và lóng_ngóng,0
0.0,ăn cũng tuy tính và tính hoá_đơn rất linh thêm vài món làm hoa đơn lên đến thừa hơn,0
0.0,mưa_gió bão_bùng kéo nhau đi ăn,0
0.0,lần thứ n đi vẫn rất,1
0.0,đồ ăn rất phục_vụ chu_gian rất thoải_mái nhưng mà k thích kiểu ngồi_bệt thôi,0
0.0,lần đầu_tiên ăn cái quán nhất nướng ngoài_trời í ah lần í thì ăn ngon thật sao nhất nướng ở đầu đường nhìn thì sang sang mà không ngon gì cả chất_lượng kém tẩm ướp không ngon với_lại dạ_dày có mùi kinh_dị_đĩa dạ_dày m gọi sau không chụp nhưng kém ngon luôn nhân_viên phục_vụ kém nhưng nhân_viên lễ_tân thì ok không quay lại nhé,-1
0.0,quán đồ ăn ngon và cực_kỳ chắc_chắn sẽ ăn nhiều lần nữa,1
0.0,gió lạnh về,0
0.0,d,0
0.0,chụp ảnh làm màu thôi chứ quán đông kinh khói nghi_ngút ý,0
0.0,ăn lâu rồi hôm_nay mới up rẻ nhưng cảm_giác đồ k tôm kiểu chết mấy ngày,0
0.0,tuy nhà xa nhưng thích lên trill uống giá thì dao_động tầm thì cũng hợp_lý so cới cái view ở gian ngoài_trời hay trong nhà đều đẹp lắm nên các bạn giờ thường hay đến đây chụp kỉ góc đẹp nên các bạn tha_hồ sống ảo,1
0.0,view ở đây thì miễn chê ngồi đắp chăn và thưởng_thức đồ uống ở rộng_rãi thoáng có cả bể_bơi các tha_hồ check in sang người_ta còn đến đây chụp ảnh cưới rồi chụp mẫu ảnh cho các shop không_gian hẹn_hò lý_tưởng tuyệt so với không_gian thì giá_thành đồ uống cũng không đến_nỗi đắt giao động từ đi vào buổi tối mà ngắm thành_phố thì_thôi,1
0.0,cafe chiều chủ_nhật ngắm thành_phố,0
0.0,soda,0
0.0,địa_chỉ hơi khó tìm có_thể vì mình chưa đi đường này bao thang_máy lên tầng cao hơi đáng sợ từ trên cao nhìn xuống thì đẹp mỗi_tội có chỗ cạnh vietcombank đang sửa hay sao ý nên mất điểm cho view trí trong nhà hay ngoài_trời đều rất sang bể_bơi ngoài_trời toàn các ac bạn não tay_nghề chụp ảnh vs pts tí thì như đang ở trời tây luôn là top quán coffee view cao của hn có,0
0.0,đúng là view sang đồ uống ngon nhưng rất nhiều không_gian để chọn,1
0.0,hôm_nay vắng nhân_viên hôm_nay lịch_sự quá,1
0.0,salad ngon tuyệt lẩu thì cũng bình_thường đồ uống cũng tạm được không_gian view nhân_viên vừa thân đẹp_trai nữa chứ,0
0.0,trill event restaurant,0
0.0,ngon lắm nhé,1
0.0,quán view khá lẽ là hôm đó chưa biết nên chọn vị xoài và đậu thì ăn với lạnh không lại thì không biết có đậu_đỏ nên cũng không lần sau ăn_đây sẽ ngon hơn,0
0.0,lúc đầu gọi thì nghĩ ăn sẽ hết nhưng khi nhân_viên bê ra thì oimeoi nhiều thế,1
0.0,không_gian quán rộng còn yên_tĩnh ngồi cũng rất dễ mới đến đây để thử bingsu thôi nên không biết đồ uống như_thế su mình dùng size cỡ ăn mà_lại cơn thèm bingsu bấy lâu_nay hihi,1
0.0,bingsu hay ra đây bingsu popcorn bingsu monster ăn hay hay ong ăn siêu ngon hay ctrinh chung cho tvt,1
0.0,kem bỏng ngô ở đây ăn khá ngon bánh_mì mật_ong mình ăn_ở đây lần nhưng lần khá ok còn lần thì ngọt kinh_khủng khé_cổ vô_cùng luôn bingsu ở đây ăn tạm ổn,0
0.0,rất thích rộng trang_trí nhiều chỗ ngồi khác nhau tha_hồ ngồi chụp mỗi_tội hơi tối tẹo vì rèm che nắng cho trời nóng bước vào quán như là thiên_đường gọi đồ rất nhanh và c bán hàng cũng rất lịch nhẹ bingsu giá thì không quá đi người toàn lũ tham ăn nên ăn hết bingsu dâu chua chua mát bingsu popcorn caramel thì ngọt và vừa sẽ lại ghé quán nhiều lần nữa vì trời nóng quá,1
0.0,patbingsoo,0
0.0,chỉ biết nói rằng miễn,-1
0.0,nội thật quán này khá nhiên đồ ăn_không ngon mì khô và bingsu không lần,-1
0.0,ăn patbingsu ở đây ngon dã_man gọi bát to đầy ụ người ăn là đẹp ăn xong lạnh tê cả người nhất_định sẽ đến ăn lần nữa,1
0.0,ngon nhưng hơi ngọttt chúttt size small người ăn là vừa_vặn,0
0.0,toẹt,1
0.0,bingsu ở đây bát to hai người ăn còn ngắc ngoài vị matcha hơi ngọt ra thì ăn cái nào cũng ngon hết nào đến cũng phải ăn kèm một suất honey giòn_tan lại thơm suất nhưng thường_xuyên có event discount cho nhưng ai share bài của page trên mà một suất nhìn tưởng nhỏ ai dè to ăn mãi_k hết trừ duy_nhất là nếu đi vào ban_ngày phải gửi tận chỗ gửi của bigc sau đó đi bộ và lúc_nào vắng khách thì k có đủ bàn toàn ngồi ghép,0
0.0,ngon hơn mong,1
0.0,vị_trí đồ uống bắt giá hơi ngay cạnh big vị_trí khá đồ ăn_uống nhìn bắt_mắt nhưng giá hơi,0
0.0,suất bánh_tráng trộn mang một hộp đầy nhiều thịt bò vị trộn rất vừa,1
0.0,abc xyz,0
0.0,nhưng,0
0.0,ăn bánh_tráng trộn của cô từ đợt cô ở hàng trống_cơ còn từ khi chuyển sang đây mình cũng chưa đến ăn thử mà hay ăn_ở nguyễn_tráng trộn cô toàn đc cái rất nhiều bò mực cho vui mồm thôi chứ mình nghĩ cũng k đc vệ_sinh cho lắm,0
0.0,bánh_tráng trộn vẫn là món ăn vặt yêu thích nhứt_nhứt của,1
0.0,bánh_tráng nhìn_chung là nhưng mực hơi nhai mỏi không tạm quán hơi chỉ có đồ mh uống nước không ngon và hơi chua,0
0.0,bánh_trạng trộn ở đây cx bình thương k có gì đcj sắc lắm nhưng đk cái ngiều bò khô vs mực ăn thích dã_man giá_cả cx rẻ chỉ có suất này đầy ú ụ bò khô vs mực khô ăn cực ngon nhưng k thích phàn bánh_tráng bị ngũn quá ăn cứ ghê ghê nên chỉ giám ăn lần k_giám quay lại lần,1
0.0,mình ăn_ở đây lần và cả lần đều không thấy vừa_miệng tráng bị xoài ăn chua vị ít xoài nhiều bò khô nên phải gọi là gỏi bò ý tráng cuốn thì không khác gì gỏi nó chỉ là gỏi xoài đc cuốn bằng lớp bánh_tráng đào thì như kiểu trà lipton đào pha thêm đường ý dù đc pr là ngon lắm nhưng vs mình thì cũng bình_thường,0
0.0,bánh_tráng trộn hàng lặn_lội đêm mưa,0
0.0,ngon order nên không order theo,0
0.0,hôm_nay đi ăn bánh_tráng,0
0.0,ăn thì khá ngon nhận viên ở đấy thì quá tệ gọi cốc nc mà_nửa ngày không có_ăn gần hết mới có thật không_thể tưởng tượg đc mà hỏi có quay lại đây nữa không thì mìk nghĩ là có_thể chấp_nhận đc và sẽ quay lại,0
0.0,nhìn tưởng ít mà nhiều k_ăn mãi mới bánh_tráng trộn ngon nhất từng khô và mực ăn bánh_tráng thì mềm và vị rất tội ít xoài,0
0.0,hàng cô toàn thì kp giới_thiệu nữa r nhỉ lâu k_ăn thỉnh_thoảng đi ăn lại thấy ngon xong lại thèm nước quất ngonn h nghĩ_lại thèm,1
0.0,bánh_tráng ở đây thì nổi_tiếng được,1
0.0,ngon nhưng khô nên ăn_hơi,0
0.0,ăn lần muốn ăn ngon quá trời luôn có bánh_tráng đầy_ắp k thiếu j điểm cho chất_lượng,1
0.0,no vỡ bụng,1
0.0,bánh_tráng trộn ở đây chất_lượng ngon nổi_tiếng khỏi giá_cả hợp_lý vừa túi_tiền học_sinh mình bắt_đầu nghiện món này có điều quán hơi,1
0.0,lâu_lâu nổi hứng ăn_uống là chị_em mình lại rủ nhau lên hàng trống ngồi ăn bánh_tráng mình đã thử ăn hết các hàng bánh_tráng ở quanh đây nhưng theo mình thì hàng cô toàn này là ăn được thậm_chí còn hơn cả hàng ở lý_quốc tráng ở đây một suất rất đầy_đủ cá thịt bò khô đầy tú rau_răm được trộn luôn cùng bánh rồi nên ăn thoải_mái ít phải trộn thêm gì nhiều nên mình không bị rơi_rớt mấy khi một điều là bánh_tráng ở đây hơi nát và có_lẽ do bán nhiều nên cửa_hàng đã trộn sẵn nhiều suất để đó lâu nên bánh bớt ngon khi mua về nhất lad bạn cưa nên đến đó mua và ăn luôn là ngon thêm cốc trà đào ở ngoài siêu rẻ chỉ thôi đó là no_nê cho một buổi đi ăn,0
0.0,nghiện luôn,1
0.0,quán đẹp mọi thứ đều nhỏ nhỏ xinh_xinh đồ uống ngon giá trung_bình,0
0.0,mik vào quán vs hôm đấy hơi vắng người nên chọn chỗ thoải đồ uống khá view nhân_viên rất nhiệt nhất_định sẽ quay,1
0.0,chỗ này chỉ thích_hợp cho ai thích đọc sách và chơi mèo thôi,0
0.0,không_gian quán đáng yêu lắm,1
0.0,trà bụt giấm dâu_tây ngon matcha macaron bình thườg cupcake siêu nhỏ nhưg cũg không ngon đổi lại decor dễ thươg đúg kiểu bé bé xinh_xinh,1
0.0,quẩy với máng team,0
0.0,đi chơi cùng e,0
0.0,nghe bạn mình giới_thiệu về cơm tấm ở đây ngon từ lâu đang bí trưa nay không biết ăn gì gọi thử xuất ở đây ăn đang cơn đói_ăn gì cũng ngon nhưng ăn cơm xong thì không phải chỉ ngon nữa mà tuyệt_vời luôn ý cám_ơn con bạn và cơm tấm sg nhé,1
0.0,ngon mà_k phải chờ lâu thích bò ở quán này tái vừa mềm_ngọt k bị sốt nào cũg ngon hết,1
0.0,lần nào ăn cũng ngon ý mà làm đồ ăn nhanh không phải ngồi chờ lâu thích ăn các loại bít trét bò ở đây vì bò mềm khoai nghiền ngon sốt_loại nào cũng thích cả,1
0.0,phải lòng quán này mất hơn tháng mà lần ra đơn_giản là vì không món phục_vụ đều cũng còn vài điểm trừ nho_nhỏ như ăn_uống gọi lấy chút_xíu nước tráng_miệng thì không hỏi hồi thì bạn nhân_viên lấy cho cốc nước thì bạn khác ra nói đấy là nước_máy lấy từ vòi nm nước phần không nên uống và bảo hay là chị lấy thêm chai sao nhà_hàng trông cũng đàng_hoàng thế_mà không có nổi chút nước đun sôi để nguội hoặc nước_lọc từ chai tráng_miệng cho lúc ăn đã gọi mấy cốc trà hoa tráng_miệng bằng chè khúc rồi mà còn phải để khách mua cả chai nước_lọc để uống ngụm cho khỏi chua miệng hơi quá,0
0.0,lại tiếp_tục đến rất thích nhà_hàng hôm_nay có_thể đông quá nên mọi thứ hơi chậm có_điều cần góp_ý với nhà là đã đặt chỗ từ sáng người ngồi phòng chỗ gần cửa nhân_viên ok mà khi đến các em ý lại xếp sang phòng bên kia chắc giữ bàn cho khách đông còn nói là cũng có người mình có nhắc lại lúc sáng đặt bàn nhà_hàng nói vẫn còn chỗ nên các bạn ấy mới là hôm_nay gọi món lẩu ếch mà mặn lần trước hơi mặn nhưng còn ăn lần này phải xin cả bát nước đầy cho vào vẫn sợ ăn xong cả đến cháu mình cũng khát nước chứ ý xét toàn_tập thì ăn_ở đây khá xôi sầu_riêng salat các món tráng_miệng rất quên không chụp ảnh còn lẩu ếch thì_có da ếch chiên ăn rất tổng thiệt_hại hết có mà no lặc_lè,1
0.0,ăn ngon nhưng món lẩu ếch hơi trình_bày quán có phong mỗi_tội hơi sẽ còn quay có mấy món quên mất không chụp truóc khi ăn nên trông không đẹp như lúc mang ra,0
0.0,đánh_dấu sườn nướng,0
0.0,ggg,0
0.0,ở đây ăn bít tết khá sốt đậm thịt tái_ngọt và khoai_tây thì đậm nhưng mỗi_tội mì dẹt sốt kem hơi ít kem nhà_hàng tuy đồ tây nhưng mình thấy vẫn bị ảnh_hưởng quá nhiều phong_cách việt làm cho mình cảm_giác như đang ăn nhà_hàng việt _ không_gian cũng không được đẹp như mình không biết mình có phải người khó_tính không nhưng mình thấy thái_độ nhân_viên chưa đc tốt khách hỏi thì với nhưng nói_chung là được cái đồ ăn khá,0
0.0,nicely done,0
0.0,quán đông khách nhất là vào buổi giá_cả hợp,0
0.0,bún vị chua chua mình thích chua nên ưng cá ăn kiểu thái mỏng r chiên nh ý đậu tí bát đặc_biệt ít bún nh nhân dã_man,0
0.0,bún thái hải_sản cay chuẩn vị vừa tầm ra quán còn nhiều món khác như cơm mỳ sạch nhân_viên lịch_sự ngoan_ngoãn sẽ còn ghé lại,1
