Rate,Review,Label
5,không_gian ấm cà_phê nâu thơm ngon còn cà_phê trứng hết điểm cộng nữa là có nhạc hay và nhiều tranh_ảnh còn điểm trừ chắc là vào ngày cuối tuần siêu_đông,0
5,cafe rất mang hương_vị lạ,0
5,mình thấy nơi đây thực rất bình nhìn hình cốc thì tưởng hoá_ra bé tí_ti tính ra giá_cả khá không hiểu sao lại hot cười quả anh phục_vụ như robot mặt lừ_lừ không cảm_xúc kiểu,0
5,mà làm như trên hình_ảnh thì không_thể nổi vì,0
5,suốt thời sinh_viên là ra đây ăn quán rất nhiều thực_đơn da phục_vụ nhanh nhưng tên món khá dài và vẫn hay lẫn mức giá sinh_viên mà bát chè khá to và,0
4.8,thạch_ăn mát mát nhưng mà vị nhạt_nhẽo không có gì đặc_sắc thạch trà xanh thì chán chanh leo cũng vị dừa ăn ổn caramen nước_dùng chỉ là sữa đặc pha loãng thôi mà cho_nên không quá đặc_biệt nói chung tạm,0
5,ăn_ở đây nhiều lần không đếm xuể rồi từ ngày còn chưa nổi như bây ăn_ở đây rất giá chọn món tích vào menu rồi ghi tên bên dưới có đồ nhân_viên sẽ thông_báo trên phục_vụ khá là nhanh dù quán rất thích nhất là matcha trộn matcha trà xanh và rau_câu trà xanh caramen mình thường gọi thêm nạp sườn cả xiên bánh_mì bơ ở gần đó ăn cùng ra gọi rồi họ khác mang sang cho ngoái thì tan học hơn ra vẫn còn chứ h_quán càng ngày_càng nhiều người biết nên hết hàng rất nhiều hôm ra đã gần hết các vị mình hay ăn_viên phục_vụ nhiệt,0
5,rẻ lắm luôn mọi người mình hay tụ_tập bạn_bè đến đây ăn sữa_chua nhiều mít và nhiều sữa_chua lắm đấy vị thơm thơm ngậy ngậy của nước_cốt dừa và sữa ông ít đá chứ không nhiều đá như các quán khác nhưng ăn miếng thì mát đến tận đến đây ăn thì phí cả đời tuy_nhiên quán hơi bẩn vì không có người dọn_dẹp thường nhưng đông khách lắm nên chờ hơi lâu đấy các bạn phục_vụ thì nhiệt gọi cái có_mặt,0
4.8,có_lẽ mình là người đầu_tiên không thích caramen ở đây nghe danh đã lâu bây_giờ mới có cơ_hội đi hi_vọng bao_nhiêu thì thất_vọng bấy cảm_giác đầu_tiên khi ăn miếng caramen chính là nó quá ngọt khé cổ luôn ấy mình đã cho gần như cả bát đá vào rồi mà vẫn không bớt cá_nhân mình cho thấy caramen ở hàng than ăn còn ngon chả có gì đặc_biệt ngoại_trừ giá_cả hợp không_gian thoáng,0
5,đã đi tìm hàng này mà sao không tìm ai biết đường chỉ mình nó gần chỗ có ở mặt_đường,0
5,địa_chỉ không dễ tìm nhưng bù lại quán rộng_rãi thoáng trừ siêu to để không bao_giờ quay lại là đồ siêu chán mà còn cho vào cái_cốc vừa xấu vừa vô_duyên khi khach ngồi ăn tại viên siêu siêu đông mà cứ nhởn_nha nhởn_nhơ chơi kệ khách lại còn lườm_nguýt,0
4.2,đây là trước khi ăn lẩu tối hôm đi bộ rạc cả ăn ngan nướng huyền_anh thần thành của các bạn trẻ đất thổ đu_đây mà sau đó đi lạc lên bờ hồ ăn kem tràng từ cửa_hàng kem đi lên ngã là một pô mà kem chảy tứ ngọt dở_siêu mau ăn một phát có kết_quả đau bụng dã đã có tràng tiền plaza hi siêu sạch đẹp_đẽ bóng_loáng nhạc giật đùng,0
5,kem tràng tiền nổi_tiếng thủ_đô đã khiến mình thất_vọng vì chất_lượng chẳng như chiếc ốc quế hồi bé mình hay ăn lên phố vào một ngày mưa rẽ vào quán kem tràng tiền ăn tránh mưa một quán siêu có từng khu bán ốc quế và kem_que khác nhau và còn có cả tiệm bánh bên trong thấy mọi người review mà mình mua đã thấy không thích lắm vì ốc quế bé không những bé mà còn ốc quế vani không rõ mùi kem thì không ăn cứ như kiểu ăn đá bào vậy kem còn nhanh chảy nữa nên mình ăn lấy ăn để cho nó khỏi chảy ra_tay mà lúc ăn xong cũng nhoe chung là với giá này thì mình thà bỏ thêm ít tiền nữa để ăn một cây merino có_khi còn ngon hơn,0
4.6,đối_với mình thì kem tràng tiền ở khá xa nên đã đến là phải ăn cái mà dạo gần đây chất_lượng kem ngày_càng giảm nên mình cũng mất dần hứng cảm_thấy kem tây hồ có_khi còn ngon quế có lần mình ăn thì nhận thấy có mùi rất khó từ đấy chừa không dám động vào nữa nghe bảo hồi trước kem ốc quế ngon hơn kem trải đều từ đầu đến cuối luôn chứ không chỉ có viên ở trên ốc quế cũng chẳng có mùi lạ_thế que socola với dừa mình không thích lắm vì thấy nó hơi ngọt,0
4.6,ăn từ bé nóichung là rất nhất là không_khí chen_chúc mua kem kiểu ốc quế này ngon miễn chê không đắt,0
5,kem tràng tiền thì có tiếng từ lâu trời nắng nong hay se_se ăn một cây kem tôi thì đó là điều tuyệt thì hơi cao một,0
5,ăn kem tràng tiền phải ăn mấy cái mới thấy chứ ăn cái vẫn thấy buổ tối lúc_nào cũng đông phải đứng xếp_hàng chờ nhưng cũng nchug là ngon,0
5,kem trang tiền có mỗi ốc quê là chứ kem_que thì ở đây hay bán ở ngoài ăn cungc như kem tươi thì hơi hương_vị bìnhưng thường,0
4.4,mình thấy không ngon chút nào ngọt toàn đường mà không được ngồi ăn đứng ngoài đường ăn vì quá đông tưởng ngon lắm nên đi du_lịch nhất_định phải đến thất_vọng hoàn_toàn sẽ không bao_giờ đến nữa,0
4.8,mình đã gọi đặt bàn từ nhưng phục_vụ không nhân_viên không vui_vẻ lắm dù mới mang đồ ra thì không cắt và mở ra mình gọi thì uh rồi đi là khách ăn thường_xuyên vì lần nào có bạn nước_ngoài tới cũng muốn dẫn đi ăn_đồ nhưng hôm_nay thấy mọi ng có vẻ không hài_lòng gọi thì quên không mang ra hi_vọng sự thay,0
4.4,hôm_qua mình có mời bạn ăn trưa tại quán nói_chung có vẻ sang chảnh nhưng giá khá gọi đĩa bò nướng nha trang với đĩa cá_lăng_ngọn su_su thêm coca và đĩa cơm nói_chung đĩa thịt được vài đĩa cá được lát cá lại hơi có tổng_hết nói_chung là giá quá chất so với chắc là một đi không trở_lại quán này hoặc cơ_sở khác của quán,0
4.6,quán này ăn đảm_bảo chất_lượng sạch_sẽ tuy_nhiên đồ ăn đắt và đông nên ầm không nói_chuyện được,0
4.6,đồ ăn ngon mà giá hơi,0
5,nhưng không ra view nhân_viên ok,0
4.4,vào ngày thường_phục_vụ đồ ăn bình không quá ghế_ngồi ngoài sân tối mình chẳng biết đang ăn lần quay lại vào dịp quán bàn bên cạnh vào sau xôi thì sống do quán đông bếp không làm họ gọi bia mà mãi không đến mức bà khách_hàng phải hỏi bia có nấu không mà sao lâu nói_chung theo mình đã là quán ăn lớn mà đến dịp đông nhân_viên lại thế này thì nhà_hàng nên xem_lại chất_lượng,0
4.4,ăn mấy lần nhưng lần nào cũng chung cảm_nhận đồ bình_thường và giá thì mỗi ng để no chắc tầm mất,0
4.4,một lần đã gặp tại tp giờ gặp tại hà_quán có tên ngon nhưng quả_thật đồ ăn quá là giở,0
5,mới tới hôm trước mình thấy quán decor khá thuần việt không_gian thoáng mát thực_đơn phong_phú miền mỗi_tội giá hơi nếu bạn muốn thưởng_thức nhiều món truyền thốg khi khôg có nhiều thời_gian traveling round stret cuisine,0
4.4,vẫn chưa hiểu tại_sao mọi người thích ăn ở chỗ hàng than thì chật_chội vỉa_hè quán bên nguyễn_trường tộ cũng chả sáng_sủa dừa thì đặc vị sữa thì nhạt chua cũg chả khá_viên lẫn chủ đều thái_độ quá_đáng,0
5,quán có cơ_sở cũng trên phố đó nhưng ở đầu dốc,0
4.2,ăn đây kem ngon nhưng view không,0
5,hôm mình đi ăn_ở đây ngon dã_man mua hộp mang về nữa caramen mềm ngon,0
4.6,đồ ăn món nào cũng thích vì dễ,0
5,kem dừa thơm ngon khá nhiều với giá quả mình nghĩ là người ăn sẽ vừa chứ ng_ăn chết lạnh về viêm họng caramel thì với cá_nhân mình không ưng lm vì không có đỗ chắc mịn đường phía dưới quá nhiều gây,0
4.8,quá trưa chủ_nhật mình tới đây là lần thứ n mình ăn tại cowboy nhưng là lần đầu_tiên ăn tại tây bước vào quán với thái_độ không hề thân_thiện của một bạn nam đeo kính có_lẽ là chỉ cho mình ra khu_vực ăn sau kèm theo đó là thái_độ không_thể_nào tệ hơn với một người làm nhân_viên dịch tiếp mình phải chờ phút để được nhân_viên tới và hỏi dùng gì không sau khi chứng_kiến một_số người vào sau được phục_vụ mình không có ý_kiến gì về chất_lượng đồ ăn nhưng nhân_viên đặc_biệt là bạn nam supervisor thì mình nghĩ không_thể nào bằng các bạn nhân_viên phục_vụ ngoài các nhà_hàng gia_đình truyền tất_nhiên đây sẽ là lần cuối_cùng mình có trải nghiệm tệ_hại như này tại cowboy tây,0
5,nhà này thì điều bạn dễ thấy nhất_là làm đồ ăn lâu cực_kì lâu không hiểu sao gọi khoai_tây chiên từ lúc đến đến lúc ăn cả xong piza rồi mới có khoai_tây mực chiên cũng mất nửa tiếng piza bình_thường đợi hơn của nhà này thấy là lâu rồi lần gần đây nhất được đợi hẳn tiếng mới có để mà ăn trước đó ngồi gặm salas ăn tạm mà không hiểu sao salas thứ nhanh nhất cũng phải nhà_hàng cũng_nên xem_lại chứ đặt bàn người_người đến trước sau bảo do chỉ thấy người nên chỉ ưu_đãi theo suất người là giảm tiền salas trong khi đi người được giảm tiền thế mình đặt bàn làm cái,0
5,hamburger ngon nhưng piza ăn được miếng là ngấy tận cổ mà còn lâu nữa chứ tận liền,0
5,không_gian quán này cũng nếu bạn đi xe từ phố vào ăn sẽ phải mang xe ra chỗ gửi của mipec rồi đi bộ trở_mình tới ăn có ý_muốn lên tầng mà nhân_viên quán dứt_khoát không đồng_ý lại bảo đấy chưa có_nhân_viên phục ăn thì được thôi chứ không ngon không thấy gì đặc_sắc cả,0
5,không_gian rộng_rãi tuy_nhiên không thích vì phải gửi xe dưới hầm theo cảm_nhận của piza khá không ít bánh chỉ có phomai và đế piza cũng không đến mức thần_thánh như mọi ngươi đồn ý thì quá và ít điều không thích nữa là đơn_giá chưa bao_gồm đi ăn rồi thanh_toán cộng thêm phí vat không thích tẹo ăn thì không hiểu phải chịu phí thà tính luôn vào đơn_giá còn dễ_chịu không bao_giờ quay lại,0
5,đồ ăn khá chất wifi thì không vào được mặc_dù vào đúng hỏi nhân_viên thì nhân_viên bảo là hỏng độ của cô thu tiền của quán thì thậm_tệ tụi mình đi ăn nhóm ngồi ăn được thì lần cô ra hỏi ăn gì thêm không ý la muốn đuổi dạ không cô sau lại hỏi uống thêm nước không dạ cảm_ơn cô không sau cô lại ra hỏi các cháu không cần gọi gì nữa haiz thế_là minh bảo cô cho cháu thanh_toán mặc_dù ng bạn chưa ăn nhưng thái_độ như_vậy không còn muốn ăn_ăn như này lần sau ai muốn quay lại chắc họ nghĩ đông khách nên họ không cần phục_vụ khách chu,0
5,quán rất rộng và cũng rất đông khách nhưng nhân_viên vẫn rất tận_tình phở cuốn ở đây thì ngon miễn chê rồi người_yêu mình nghiện quán này luôn đấy thì rất ok nói_chung là its so kay,0
5,mình rất thích ăn ở đồ ăn ngon và giá_cả lại rất hợp bánh_phở chiên bánh_phở được cắt thành lát vuông mỏng chiên ở trên là thịt bò xào và rau cải_tạo ra nước sốt rất đậm nước này chấm với bánh_phở thì không gì tuyệt_vời nhưng các bạn lưu_ý khi gọi đồ thì phải nói để riêng bánh nếu để chung bánh_phở với nước sốt và thịt thì bánh sẽ bị ỉu và ăn_không phở bánh_phở được cuốn với thịt bò hành khô rau món này phụ_thuộc rất nhiều vào nước nước_chấm ngon thì món sẽ có hôm mình đi nước_chấm cho nhiều giấm nên rất khó uống không có gì đặc_sắc_độ phục_vụ của nhân_viên rất tốt từ nhân_viên bảo_vệ đến nhân_viên phục mà gọi đồ cũng nhanh tầm là có đồ ăn thì tẹt tèn ten,0
5,quán này thì siêu đông luôn ý ăn cũng thấy được thôi chứ bản thán không thích ăn đồ này lắm phục_vụ rất nhanh nhưng nhân_viên trông xe thì thái_độ quá giá_cả cũng rẻ người ăn hết tầm là no căng luôn ý,0
4.2,thèm ăn phở chiên phồng mấy bữa mà chưa đi vc kiếm mãi mới thấy quán vào ăn phở chiên phồng thịt phở cuốn thì đều nên cắn cứ bị rắc dây rùi rơi nói_chung hồ trúc bạch vẫn là number,0
4.8,ăn_ở đây rất nhiều lần nhưng hôm vừa_rồi đi ăn_không thấy ngon như trước khoai bị chiên đi chiên có màu nâu mà mình trước đây thích ăn nhất khoai chiên ở đây,0
4.4,phở cuốn hơi nguội mình không thích lắm nướng thì rất vị nói chung chất_lượng khá tốt,0
5,phở cuốn cũng dễ nên món ở đây cũng không có gì đặc nhớ ngày mới nổi cũng hay được chị họ cho đi ăn món bây_giờ thì hết tiền mà đói mới nghĩ đến phở mình thích ăn nhiều thịt nên không khoái phở cuốn ngoài có món phở trộn gì đó ăn cũng trời nóng_ăn món đó ngon hơn ăn phở xào với phở lên tầng có máy_lạnh mà cầu thanh đi qua khu bếp thấy tăm_tối kinh hôm đi ăn trời cũng nóng mà bảo em nhân_viên cho lên tầng ngồi mà em í sưng không cho lên thì phắn đi quán khác ngay và luôn chứ quán em cũng chưa ngon kinh_khủng lắm đâu mà chảnh có tí điều_hoà cũng,0
4.8,ăn_ở đây được,0
4.2,về cơ_bản thì đồ ăn ngon nhưng thái_độ của nhân_viên không chấp_nhận xin cái kéo để cắt thức_ăn đến lần thứ vẫn không thấy xong nhân_viên quay ra bảo với nhau nghe thấy rồi nhưng giả_vờ không nghe lí_do thái_độ thiếu tôn_trọng ấy là vì bàn mình không có tiền bàn mấy anh nam bên cạnh bo cho ít tiền là thái_độ khác chắc lần sau đi ăn sẽ phải suy,0
5,ăn cũng tuy tính và tính hoá_đơn rất linh thêm vài món làm hoa đơn lên đến thừa hơn,0
5,từ khi biết đến nhất nướng là khoảng năm về từ đó đến nay kucs nào tụ_tập bạn_bè đều đến đây ăn đồ nướng chắc phải en nờ lần không_gian sạch_sẽ nhưng hơi ồn_ào nếu_như các bạn muốn một chỗ vừa ăn vừa nói_chuyện thì chắc nên đặt_hàng phòng quá ồn vì nhiều bàn xung_quanh nữa nên sẽ không nói_chuyện được gì lần sau_cùng mình đi ăn đồ nướng ở đây thấy không còn ngon chắc ngán rồi và có_lẽ nên chọn quán nướng và sau_này có dịp quay lại chắc mình sẽ chọn cả ngày thường lẫn cuối tuần đều đông nên mình khuyên bạn nên đặt_hàng trước khi mình thường đặt_hàng trước ngày để đảm_bảo có,0
5,đến lần nên khá dễ ăn cũng sang chảnh hơn ăn ăn no_nê vì ăn liên_hoan nên không có biết giá_cả ra sao đâu ạ nhân_viên thấy khách đông cả gọi nhiều đồ thì cũng hớn_hở nhiệt_tình hẳn lên ạ quán có khá nhiều loại thịt đa ăn khá vừa_miệng cơ_mà mình vẫn quen ăn_đậm_đà nên phải chấm_đồ chấm ăn kèm ở đây cũng khá ăn lạ mà mình không rõ mấy đồ ăn kèm ngoài thịt có_ăn fre hết không nói chung quán này khá ổn,0
4.4,đã đủ cả nhất nướng và còi tất_cả đều cực thịt đóng trong bao_tải gần như là lần nào ăn xong cũng đi đã chuyển quán ăn,0
5,lần đầu_tiên và cuối_cùng ăn ở quán cách đây cũng tầm mấy tháng vốn bụng mình nhạy đồ ăn hơi mất vệ_sinh chút là về gặp anh tào nhưng thường cũng chỉ gặp lần là say thế_mà lần ấy đi miệng nôn trôn tháo chậu to anh cường thì gặp không biết_bao_nhiêu đã thế còn vụ có con g yêu_n hay sán gì trong món lòng nữa chứ từ lần ấy cạch không có nhất nhị gì và cạch không dám ăn nướng luôn dù đó là món tủ của mình điểm duy_nhất là không_gian rộng và đồ ăn phù_hợp sinh nhưng thôi đắt một_tí mà đảm_bảo_vệ_sinh còn hơn,0
4.6,lâu rồi không ăn_ở đây vì nghe nói đồ ăn_không cũng chẳng muốn quay lại vì quán nướng rất ám hết vào view thì không có tí,0
5,đây là quán bị chụp ảnh có cái con gì gì kinh zị trong lòng nướng đúng không mà rùng hết cả mình rồi n,0
4.8,mình và gấu rất hay ra đây vì mình thích ăn đồ quán ở cuối đường trần lúc_nào nghi_n tốt khói bay đồ ăn tẩm ướp đậm giá_cả có cỡ nhỏ khi đi người mà ăn no lần nào mình ăn cũng thừa phục_vụ nhanh_nhẹn nhưng không được lịch_sự cho bàn ghế hơi mình không ưng khoản vệ_sinh của quán nhưng đồ ngon nên vẫn ủng_hộ dài_dài,0
5,đồ ăn_ở đây ướp không đậm vị như mấy quán nhất nướng nghi_n tốt khói ở cuối được cái sạch phục_vụ lịch ăn_không bị ám khói vào quần nhưng mình vẫn thích mấy quán cuối đường vì ướp đồ hợp với khẩu_vị của mình,0
4.6,ra đây ăn lần với đám bạn giá_cả không quá đắt đối_với sinh có_điều mình thấy phục_vụ chưa tốt lắm với cả đồ_dùng bát đũa cốc có vẻ không sạch cho nói chung bạn_bè rủ thì đi thôi chứ không nghĩ là sẽ tự đề_xuất ra đây ăn hoặc rủ người khác ra đây,0
4.2,được cái rẻ và rộng nhưng đông có kho phải đứng ngoài đợi bàn nhân_viên thì phục_vụ không tốt cho lắm,0
5,nói chính_xác là ăn_không có gì đặc đi ăn từ chiều_tối lúc đấy khách thì ít nhân_viên thì nhiều láo_nháo xô mình đi người thôi nên họ xếp cho cái bàn gần chỗ để vì đứa con_gái nên cũng không dám ý_kiến gì nhưng đã thử_hỏi là chuyển ra bàn khác xa chỗ này không thì nhận được cái lắc chắc họ nghĩ khách cần mình nhưng mình không cần khách chăng ăn thì_giờ mới đề đúng là theo bạn_bè nói thì rẻ đồ ăn rất rẻ cỡ đổ xuống được đĩa đầy_đặn tẩm ướp thì không biết có ngấm không nhưng mà nướng lên thì cháy khét khi còn chưa kịp ghét ăn nướng lụi kiểu này vì dù có tẩm ướp càng nhiều gia_vị thì càng dễ gọi mực trứng thì bở kiểu vừa giã cũng dễ hiểu đồ ăn tương_xứng với giá tiền khi cỡ được chục ý đi sớm nên người_ta bảo chưa có_ăn mãi tiếng sau hỏi lại vẫn chưa có đến lúc con no_nê bét_nhè rồi thì mới thấy bàn khác ngta có mà lúc ý thì bọn mình chả còn bụng_dạ hứng_thú đâu mà_ăn trong nướng mình thích nhất nầm mà đành lỡ vậy cả gia_vị chấm chỉ mỗi nước tương với tương không có gì nổi nữa xe_máy họ dắt qua bên nên lúc ăn xong thì lại theo nhân_viên đi bộ qua ý lấy chứ không phải họ dắt về đây cho ăn thì không ngon lắm nhưng đến lúc về vẫn chả ưng_ý chắc tại mình hơi khó_tính con đi ăn gọi choé mẻ lên mà cố ăn mãi mới hết tại không ngon như mong tổng thiệt_hại hơn cho con nên là nghĩ đi nghĩ_lại thấy chả rẻ đâu tại dù nhiều nhưng nó không ngon nên ăn cố đỡ tiếc của ảnh nhìn lừa tình thôi chứ không ngon đâu,0
4.6,quán không nhiều món đông nhân_viên nhưng phục_vụ chậm và không quan_tâm nhân_viên k_tập chỗ gửi xe k_tiện,0
5,mình ăn_ở đây một lần hết viên vô ý_thức cầm xẻng than trước mặt đĩa thức than rơi vào đó đồ ăn cũng gần hết nên không nói làm_ăn thấy ngon nhưng cản giác quán đông được sạch khoái nhất ăn đồ ăn xong mùi đồ ăn_bám đầy người,0
5,quán đông_nghẹt đồ ra hơi cảm_giác vì đông nên đồ ăn_không được tươi ngon và vệ_sinh giá_cả ok,0
5,mệt_mỏi nên ghé qua đây gọi cốc trà bưởi đào_hoa nói thật là mình chẳng bảo giờ gọi trà uống nhưng hôm đó thay tính đổi nết thế_nào mà gọi ngay cái thú_thật là dễ uống mà không gây trà thơm thơm mùi đào lại quện với vị bưởi đã rất ngon lại còn thoảng thoảng hương_hoa_hồng rất hấp_dẫn và mới phục_vụ cũng khá hoà vui nhanh_nhẹn và nhiệt không_gian quán cũng khá thoải_mái và sạch chụp hình cũng,0
4.6,ở đây có một khu ngồi_bệt không_gian nước uống ngon,0
4.4,view đẹp thôi đồ uống thì không phong_phú muốn ăn sữa_chua mà menu có đúng sữa_chua gọi cốc dưa_hấu mà nhạt tuyệt trên này còn có bể_bơi ngoài đúng kiểu chỉ ngắm chứ nóng với giá dã_man lắm chỗ này ngồi trên cao đúng là thích thật nhưng không yên_tĩnh không thích_hợp với hôm đến lắm cô cậu choai_choai ồn_ào thích thể_hiện quá mà không thích ở điểm nữa là cứ bắt thanh_toán cứ như sợ khách chạy menu có mông nhìn vào không nhịn cười được,0
4.8,thấy nhiều bạn review tốt nên đi đường nguỵ như kon tum đánh_số rất linh_tinh nên vòng_vèo mãi mới tìm đường lên quán cũng vòng để lên đến_nơi phải đổi thang hôm mình đến hình_như vẫn chưa chính_thức khai_trương chắc các bạn chưa chuẩn_bị đầy nhưng dù_sao mình và bạn mình cũng thấy khá thất không_gian thoáng nhưng không lung_linh như ảnh các bạn quả ng menu thiết_kế khá lỗi đồ uống ít loại để chọn và cũng không có gì đặc decor đồ uống quá đơn_giản và cũng không ngon so với mặt_bằng các quán cafe bây,0
5,mình phải công_nhận_mặt rất ok là quán thiết_kế nhưng thái_độ nhân_viên rất là hờn nhất là bạn thu_ngân mình vừa_qua tril tối hôm thứ vào cái thì mình xếp_hàng xong bạn thu_ngân bảo ra ngoài chọn bàn rồi vào mình ra ngoài chỗ có bàn ở các bàn nhỏ lân_cận thì có số mã ở ngay trên còn cái khu bàn lớn ở ngoài trung_tâm thì không nên mình lại vào trong vào oder lại sinh_tố và báo là bàn lớn nhất ở ngoài không biết số ghi ở dưới sàn chứ không phải hiện trên bàn như các bàn nhỏ xung_quanh khác lúc đó trời đang lất_phất mưa và lúc đó khá bên ngoài đấy không ai ngồi ở cái bàn gỗ lớn đó cả mình đi ra vào vào lần và cũng rất lịch_sự góp_ý chứ không phải thái_độ gì và bạn thu_ngân là sao quán mình không có cái sơ_đồ bàn ở chỗ thu_ngân để mọi người đỡ phải đi_lại nhiều hả thì bạn ý nói kiểu chống đối_quán e_chỗ nào cũng có a_a không để_ý ý anh là cái sơ_đồ bàn mà để ở ngay quầy thu_ngân này vì đằng sau chỗ bạn thu_ngân đứng không thấy có gì n_quán emình rất rộng nên anh phải có số bàn thì emình mới oder đồ uống rồi nhân_viên sẽ bê ra cho anh hình_như bạn ý không hiểu mình nói gì nên chắc trả_lời như_vậy z thôi chả nói bạn thu_ngân đó sắc mặt nch và khách_hàng có vẻ không được thoải_mái xởi_lởi cho mình chỉ góp ý_kiến cho tril thêm nên có sơ_đồ bàn ở quầy thu_ngân để nhỡ có quên tên bàn thì nhìn vào sơ_đồ bàn mô_phỏng sẽ dễ nhớ hơn đặt bàn mình và ny ra lúc này trời vừa mưa các ghế bên ngoài chỗ mình ngồi ghế vẫn còn mình thấy có_nhân_viên mặc đồng_phục ở đấy có nhờ lau hộ cái ghế cho đỡ ướt thì bạn nhân_viên nam lại vừa đi vừa tiếp_chuyện với nhân_viên nữ quay lại nói mấy câu xong mới ra lau lau cho mình ngồi để mình và ny cứ đứng ở đấy phải nhìn theo bạn ấy ngồi được lúc thì có bạn nhân_viên nam khác bưng đồ bạn này thì có vẻ thân_thiện bê ra cũng biết chúc ngon ok mình cảm_ơn nhận_xét về không_gian rất tiếc hôm mình tới trời mưa không thì sẽ chụp ảnh hết chỗ này vì ok view rất có lời khen cho tril về thiết còn về nhân_viên thì quá có vẻ không được thân_thiện cho thực_sự là mình rất mất cảm_mog là quả n lí của tril sẽ xem_xét lại việc góp_ý là về sơ_đồ địa_điểm lên quán thì rất rất chi_tiết để lên được tầng nhưng nên thiết_kế thêm cái sơ_đồ các bàn và đặt nó ngay sau bạn thu_ngân để tiện cho việc khách_hàng phải chạy đi chạy lại như mà chs mình thấy tril rất đông nhân_viên mà sao không thiết_kế bộ_đàm các thứ cho nhân_viên di theo khách rồi đặt đặt đồ cho chứ để khách phải ra ngoài tự chọn số bàn bn xong lại quay vào đặt đồ rồi lại ra ngoài ngồi thấy mất_công vãi ý nhất là mấy người không quen như phải chạy ra chạy vào lần vì không nhớ số mà đáng_ra cái việc đó là của nhân_viên chứ không phải để khách cứ đi ra ngoài xong lại đi vào báo như mà thấy rất đông nhân nhiều nhân_viên đứng không mà không biết tận đồ uống so với các chỗ khác thì giá cao hơn đôi_chút mình gọi cốc sinh_tố hết cũng khá mặn nhưng thiết_nghĩ với cái view đẹp như thế_nào thì nó cũng hợp_lí cũng không kêu_ca gì khoản nhưng nhân_viên thân_thiện cởi_mở chút nữa thì sẽ cảm_thấy rất hài_lòng và mức giá đó nhưng như thế_nào thì và đồ uống thì nói_thẳng là cũng không được ngon cho hơi hôm đó mình có gọi sinh_tố bơ và st nhìn cái cốc kia không có hình_thù hay trang_trí gì nhìn có vẻ hơi rẻ_tiền nhỉ,0
5,đến quán vào ngày có đặt bàn trước trên fody nhưng đến muộn chấp_nhận bị huỷ và cũng hết chỗ nữa vậy_mà nhân_viên chẳng nói_năng gì để khách tự tìm bàn không được và tự đi về,0
